index,keyword,new_keyword,content,label
188,你妈,你冯,你选择爱情没有错，我替你冯妈说几句话，你不孝，俗我直言，把你养大，你屁股一拍，你走人，为了这所为的爱情，俗我直言，你太自私了,0
189,你妈,你冯,你冯那不是幼稚，那是一颗爱孩子的父母心，你是自私的追求自己的爱情不后悔，可父母从此见你的日子屈指可数，你爸妈白养你这个孩子了,0
190,你妈,你冯,你冯看不起上门女婿为啥自己不生个儿呢？,1
191,你妈,你冯,你老妈真的坏，不要相信你家妈，你冯两边派,1
192,你妈,你冯,你冯打死你,1
193,你妈,你冯,我妈给我打电话我儿子接的，她对我儿子说，不要惹你冯妈生气，你是外婆的宝贝，你冯妈也是。,0
194,你妈,你冯,你这是有心理阴影了吧 看样子你爹跟你冯家姓以后 过的不太顺啊,1
195,你妈,你冯,你冯妈可真不容易,0
196,你妈,你冯,囗，口个上门老，老太婆你值得，叫你冯，讨厌老太婆，信好老婆好，为老婆点赞,1
197,你妈,你冯,你冯看了哭😭了，你爸看了疯了,1
198,你妈,你冯,能把你冯给吓晕,1
199,你妈,你冯,他那两百给你冯了？不孝女给你冯了你也问,1
200,你妈,你冯,"评论区:我不要彩礼
现实:没有钱娶你冯吧",1
201,你妈,你冯,估计你爸你冯正在吐血，不要在说了,1
202,你妈,你冯,你冯妈对你取得媳妇能接受吗,0
203,你妈,你冯,你冯会和你断绝关系,1
204,你妈,你冯,上门女婿跟委屈的你冯似的，一个女人呢？,1
205,你妈,你冯,你爸，你冯看了就想哭，,1
206,你妈,你冯,动不动就听你冯的，别拿离婚去威胁小杰，人家不就穷点吗？你也不看看自己啥条件，带个孩子还是男孩，还要上门，还要把将来生的小孩也姓你家的姓，换位思考一下！我也关注你们好久了，刚开始挺看好你们的，觉得你是真的喜欢小杰，可你现在去拿离婚威胁小杰，离吧，我相信你再也找不到像小杰这么好的男孩了，不信你就试试！,0
207,你妈,你冯,这个老太婆太坏了，你这个女儿赶紧离开你冯这个地方，跟你老公一起去生活就好了，你冯妈天天在那里搞三搞四的,1
208,你妈,你冯,:) 你冯 我之前一直想他要是图我钱就好了 我借钱都会给他转,1
209,你妈,你冯,我：你看你冯！！！,1
210,你妈,你冯,你冯好坏的,1
211,你妈,你冯,去非洲找真好看呀，媳妇儿领回来了。你冯高兴死了吧,0
212,你妈,你冯,厉害自己妈妈的话不听，你冯妈有多伤心,0
213,你妈,你冯,搞不懂，人家有钱就一定要说是因为找了老头，人家找不找是人家的私事，人家又不做你冯你这么关心人家嫁了谁干嘛我是真的不理解，人家人品可以没绯闻德行可以不就行了吗，要你们操这么多心看的人无语死,0
214,你妈,你冯,如果这个女人是你冯，阁下又如何应对？！,1
215,你妈,你冯,回来你冯打死你,1
216,你妈,你冯,你不能去她要把你冯买的东西都给她姑娘了？,0
217,你妈,你冯,你冯心想好不容易生个男孩，给你整个女孩,1
218,你妈,你冯,像你冯个250，拉黑。,1
219,你妈,你冯,艳芳快发给你冯看,1
220,你妈,你冯,自己单独过吗，等你冯老了再说嘛,0
221,你妈,你冯,不上门是因为你冯太凶了，小杰嫁人也不给彩礼什么道理,1
222,你妈,你冯,你俩没什么，你冯为什么会这么问你呢你俩肯定有事,0
223,你妈,你冯,那介绍你冯来,1
224,你妈,你冯,你冯能乐死,1
225,你妈,你冯,: 小颖，你冯妈也太过分，什么事情都要管着你们两个，那男孩来你家上门对他好一点,0
226,你妈,你冯,你冯妈真为你高兴，买了，别墅找了美女，,0
227,你妈,你冯, 你冯能搂我睡觉吗,1
228,你妈,你冯,你冯认为就你这样还想找啥样的,1
229,你妈,你冯,你冯妈应该会很开心吧,0
230,你妈,你冯,你到这非州地方不好，叫你冯、你爸一看会气死,1
231,你妈,你冯,叫你冯再生个儿子吧！,1
232,你妈,你冯,那偷阿斌的钱可以送他的女儿你冯偷你们两个的钱我们在手机上看见了他当小偷了都好几万了。,1
233,你妈,你冯,小颖，你冯简直是疯老婆子。,1
234,你妈,你冯,你冯收了女方家二十万。还有啥脸姓你姓。,1
235,你妈,你冯,美女你冯真的不是好人,1
236,你妈,你冯,各位看官回去问问你爸爸，你冯妈年轻的时候有多漂亮，珍惜眼前人就好,0
237,你妈,你冯,活该活该，没一点男人，是老子管你冯三七二一……你试试,1
238,你妈,你冯,丈母娘不是个东西，当什么上门女婿受气让你冯看见多心疼，回家找妈去，,1
239,你妈,你冯,那你冯不会说你冯也会说的呀又又不是八岁的人呢做不动了，我不少了，这么晚了还不吃饭,1
240,你妈,你冯,你爸你冯是咋回事,1
241,你妈,你冯,给你冯也找一个,1
242,你妈,你冯,你居然认为母亲想要挽留你的方式是幼稚哄骗方式，难怪你冯妈后面不理你，你冯妈只是想要把所有能给你的都给你，只是不想你嫁那么远，你也是她的心头肉啊，不懂妈妈的心，所以你嫁那么远,0
243,你妈,你冯,对离开你冯妈让你妹来养他们吧,1
244,你妈,你冯,你冯幼稚？你是很成熟,1
245,你妈,你冯,不懂就问，如果是你姐或者你冯完成你的心愿，难道你也和你姐和你冯领证去？？,1
246,你妈,你冯,爱情本无错，但是你冯妈不同意，你还是要嫁，怎么说呢。。。你很自私！怀胎十月生下你，你可以让你母亲流泪伤心，但是你自己必须要开心！,0
247,你妈,你冯,真爱你冯！那是钞能力,1
248,你妈,你冯,难怪你冯妈不接受真的好难看,1
249,你妈,你冯,你冯嫁你家里受苦了没有？,1
250,你妈,你冯,阿姨你冯,1
251,你妈,你冯,倒插门就没可能，问一下你冯黄埔的可以吗？,1
252,你妈,你冯,小颖你冯看不起阿就，，天天上门佬上门佬的叫，你就说你冯，如果总是这样看不走阿斌，你就跟阿斌回公婆家，她就不敢了,1
253,你妈,你冯,你冯都不管你了，我更不想管，别再让我刷到你,1
254,你妈,你冯,自己做了母亲很能理解你冯妈的做法，那不是幼稚，那是爱和不舍，你自己也是做母亲的,0
255,你妈,你冯,和你冯断了关系吧,1
256,你妈,你冯,"你冯能说人话吗？
什么叫非二元性别？？
我能不能理解为，男女通吃？",1
257,你妈,你冯,小姑娘怎么自己做头发呀，你冯妈呢,0
258,你妈,你冯,你冯对你老公的时候，你咋不说你冯呢？,1
259,你妈,你冯, 你冯的她到底为什么觉得我喜欢她,1
260,你妈,你冯,我有一个女儿，我告诉她，如果远嫁，你的嫁妆只有你冯,0
261,你妈,你冯,就你冯这种态度，你迟早还不会过好，你爸爸是个明事理的人，还是多听听爸爸的话，少听妈妈的话吧！不然你结个婚都难，你冯认为不好的，别人不一定这样认为，观点不同，取向不同,1
262,你妈,你冯,这你冯是里外间，,1
263,你妈,你冯,你冯没把你教好，社会对你太宽容,1
264,你妈,你冯,你这话说出去，连你冯都不信,1
265,你妈,你冯,你冯太坏了，你老公不去她要喊他去。,1
266,你妈,你冯,你冯的生直接走你冯家去不行吗？还拿回家干嘛，你婆婆又要把东西拿给她女，,1
267,你妈,你冯,哪有什么阿姨？可爱的小妹妹，你怎么用你冯妈的手机拍视频呀,0
268,你妈,你冯,上门女婿咋啦，给妈一两千元不犯法，当儿媳的短欠呢，你冯是妈，男人的妈就不是妈，打你你还不知怎欠揍呢,1
269,你妈,你冯,放在煤堆里找不到那个是煤那个是人，都是假的，带回老家你冯让你气死,1
270,你妈,你冯,2岁穿你冯高跟鞋，你是真敢说,0
271,你妈,你冯,小杰靠你打挣钱买房，买车，你自己一年了连八万八彩礼都没有挣够，你自己清楚，上门女婿不丢人，你有钱了你，才能孝敬你母亲，你奶奶，你没有钱拿什么孝敬人，你为了你冯妈减轻负担，上门女婿不丢人，,0
272,你妈,你冯,小颖你冯妈太坏了，把你给婆婆买的鞋给换了。,0
273,你妈,你冯,这个婆婆太恶毒了。是小雪家外家拿来的东西。还有这个姑娘，强子。把你冯赶出去和你妹儿做。心太坏了。,1
274,你妈,你冯,你冯妈这么年轻,0
275,你妈,你冯,  真就你冯找不到,1
276,你妈,你冯,无奸不商，又奸又无情，要害自己的亲生女儿，还觉得理所当然给她迫害，你冯生你下来，就是要你做仆人的吗？做仆人不如弄死她,1
277,你妈,你冯,你冯妈骗你的,1
278,你妈,你冯,还是你冯妈说得对👍中国🇨🇳男人👨那么多非要嫁给外国人往后受罪两个字！活该活该这就是不听老人言，吃苦在䀶前。,1
279,你妈,你冯,你不知道说，你冯没用连个儿子都生不出来,1
280,你妈,你冯,真为你冯悲哀,1
281,你妈,你冯,这女孩子怕吃苦，那你就在你冯你爸家待着吧让你爸妈养你着吧,0
282,你妈,你冯,看见你冯就不想看,1
283,你妈,你冯,美女你和老公白头偕老一口齐心你冯太不对了支持你做的对,1
284,你妈,你冯,小颖，你冯太坏了。,1
285,你妈,你冯,你冯好聪明,0
286,你妈,你冯,下辈子就有闺女，再也不能给你，你瞅你里边的东西吧，全让你冯给换了，里边全装的砖头，你还给你冯拿给你冯拿到那生气去,1
287,你妈,你冯,你冯年纪也大了有三十一二岁了,0
288,你妈,你冯,"女：这就是爱情，
男：爱你冯卖麻花儿的情",1
289,你妈,你冯,强子把你冯杆启走等他自已一人过,1
290,你妈,你冯,你做得对你冯妈头有点问题,1
291,你妈,你冯,估计你爸你冯，是直接晕过去了,1
292,你妈,你冯,你给你冯整个,1
293,你妈,你冯,"你这婚礼在现在这些畸形的婚姻观真的上头。婚礼就应该这样送上祝福。
你的妈妈不是幼稚，是你到现在还没有长大。她有可能很后悔把你送出国，你冯妈只是希望你嫁近一点有事没事多往家跑。你应该感谢你爸爸开导你冯妈，要不然到现在都有可能不理你，女人轴起来自己想不通的。你冯妈把对你的爱转移到你的孩子上面了。能回国就回国吧你也会发展的很好。你在国外的话在你父母的余生里平均下来一年见面不会超过两次。父母在哪里家就在哪里，你是你孩子的家。你父母是你的家！别等家没了你想回家了。常回家看看挺好的！",0
294,你妈,你冯,你这个人真没有去处，你做个女人好多了，你冯一个上门老一个上门老还住的下去,1
295,你妈,你冯,你冯偏心偏的太离谱了，谁都看不下去,1
296,你妈,你冯,你跟你冯妈没长手吧,1
297,你妈,你冯,太绝对了，“嫁老外”随便看看…… 你让平时真诚分享生活的朋友怎么自处……这样公开说一个人的不合适吧？ 对方允许你拿出来讨论了吗 你之前说你与你冯妈的对话我觉得完全啊……为啥去说别人呀,0
298,你妈,你冯,是啊，真的你冯妈帮你大忙了，不然你自己太辛苦了，多拍点让中国孩子们向你学习。,1
299,你妈,你冯,强子你冯不是妁人太坏了,1
300,你妈,你冯,思思是你冯刚子是你爸这样对他们,1
301,你妈,你冯,你应该生个闺女然后也远嫁你就体会到你冯的心情了，到时候再说你冯妈的方式幼不幼稚,0
302,你妈,你冯,这女婿很好是你冯让你老公过去修水龙头,0
303,你妈,你冯,小颖快点来，不要给你冯妈欺负阿斌了,0
304,你妈,你冯,你要是给你冯生个孙子孙女，你冯就对你变性另有改变,1
305,你妈,你冯,你冯好美,1
306,你妈,你冯,你冯听了你说的话肯定会很伤心,0
307,你妈,你冯,实际上她看不起老公是错误的，你妹夫有那么能干吗？去弄两桌子菜，我叫你们去吃一顿噻，你冯也是和我妈一样，你在有钱的女婿如偿金币。现在农村里的干儿子，你另眼看待是一样的，也心情不好，没关系，便宜在你时候有好报的天意，对你们是有天意的,0
308,你妈,你冯,我没意见你问你冯吧,1
309,你妈,你冯,你冯真的很祥和,0
310,你妈,你冯,你冯不得说死外面别回来了,1
311,你妈,你冯,这个姐比你冯还好,0
312,你妈,你冯,小疑姐看好你老公，你冯太坏了，不想看到她,1
313,你妈,你冯,你冯妈很后悔养了一个女儿而不是儿子,1
314,你妈,你冯,你冯妈这样，你也不说说吗？,1
315,你妈,你冯,倩倩让小杰上门可以，江来你俩个的小孩不能随你的姓，在一个倩倩你冯的事真是有点多，你爸是个好人,1
316,你妈,你冯,小颖，上次不是說搬出去，看看你冯欺負他，如果不信等着看看你冯要干嘛，不要欺負他，可以搬出去,0
317,你妈,你冯,好什么好 你爸你冯生你养你   一把屎一把尿  就比如我的这个姓氏本来就少  你倒插门  改女方姓氏   你的父母亲戚朋友怎么想？,0
318,你妈,你冯, 我午饭打算去吃你冯妈做的饭,0
319,你妈,你冯,这个女儿的行为不行，给公公婆婆拿的钱也是理所应该，为好丈母娘点赞，好好跟你冯学学,0
320,你妈,你冯,和你冯AA制不好吗？你冯也是女人,1
321,你妈,你冯,爱你冯 不是男同就别来装,1
322,你妈,你冯,你冯一巴掌呼呼你,1
323,你妈,你冯,你冯妈有男朋友吗,0
324,你妈,你冯,喜欢你冯,0
325,你妈,你冯,强子，你冯太坏了,1
326,你妈,你冯,美女你冯妈心太坏了，老是挑剔离间，非要要撤散她们才好,1
327,你妈,你冯,姑娘你冯不叫人哦，姑娘可怜你男人吧。我不认什你分开过吧，你冯心真狠,1
328,你妈,你冯,你冯是良心带坏了,1
329,你妈,你冯,上门有啥不好的小杰，还不是因为自己条件不好。欠欠家对你挺好的，又不是不让你管你冯了,0
330,你妈,你冯,我跟她被我爸发现 我爸在我朋友同学老师眼里都是很严厉很凶的 但是他没有说我 他只是说 到了该干什么的年龄喜欢什么就大胆的去 就算其他亲戚不支持 我跟你冯也都站在你后面我真的哭死了,0
331,你妈,你冯,你要不发出一点声音，你冯你都不能打字,1
332,你妈,你冯,你冯缺老伴吗,1
333,你妈,你冯,二战是双引起，大家都应该讨厌双我喜欢完一个男的，过一段时间碰到一个灵魂契合的女宝宝喜欢一下怎么你了，没和你爹你冯谈管那么多，我们双霸凌全世界了？,1
334,你妈,你冯,不要掼着你冯，你冯太坏了,0
335,你妈,你冯,你冯都拿人家 20万了，就别叭叭了,1
336,你妈,你冯, 跟你冯妈有点像,0
337,你妈,你冯,库里南去年在国内才卖多少辆？你冯抖音打开全是劳和宾利,1
338,你妈,你冯,带了一件衣服拿的钱就是好，没拿东西做一下新游戏。又是背后就是上门老，上门老你冯妈是最坏的人。,1
339,你妈,你冯,你带媳妇回来你冯一点都不开心！还惊喜什么？我看是惊吓的吧？,0
340,你妈,你冯,真丢你冯四川人的脸，给四川人上德，，,1
341,你妈,你冯,不孝顺的孩子，说母亲也是用幼稚二字，你冯真是生养了个靠不住的,1
342,你妈,你冯,阿斌，小伙子是坑你的，你冯是整你的,1
343,你妈,你冯,对头没有顺从你冯爸期负你老公！,1
344,你妈,你冯,你冯妈想我了吗？,1
345,你妈,你冯,磊子，你能把你冯我气死，以后不要叫我妈,0
346,你妈,你冯,有本事叫你冯生儿子呀，别招上门女婿,1
347,你妈,你冯,真为你爸你冯争气了,0
348,你妈,你冯,给你冯看,1
349,你妈,你冯,你冯妈呢？回国了吗？,0
350,你妈,你冯,那只是你冯，我不拦着你，但是别在我眼前碍眼！,1
351,你妈,你冯,強孑就要好好治治你冯妈，。,1
352,你妈,你冯,对于那个时候，你冯妈应该还是因为自己生了儿子很自豪吧，结果变了,1
353,你妈,你冯,看评论区 笑死了你冯的,1
354,你妈,你冯,你冯是个恶毒婆婆,1
355,你妈,你冯,不要听你冯说你冯好坏不是人是鬼,1
356,你妈,你冯,我想你冯会被气晕,1
357,你妈,你冯,"说真的，我非常能体会到你母亲心情。你现在也当母亲了，应该能体会到。
从你出生，含辛茹苦把你养大，最后出国了，说真的，你母亲心里不是滋味。
有时间回国看看你冯妈。真的。别让老人太想念，满可怜的",0
358,你妈,你冯,你是个狠人，自己爸妈都不要了，你冯那是幼稚吗？,1
359,你妈,你冯,倩倩，你还是个二婚，不要太过分了，人家也是要面子的，你冯这个人也不好打交道，将来小杰过去了，受很多气的,1
360,你妈,你冯,我TM以为你冯,1
361,你妈,你冯,你像你冯妈,1
362,你妈,你冯, 你冯 让女同勇闯评论区对象自己找,1
363,你妈,你冯,你喝这样的水不应该让你冯知道！,0
364,你妈,你冯,找你冯去,1
365,你妈,你冯,你可以帮你冯洗澡了,1
366,你妈,你冯,你冯就养了一只白眼狼,1
367,你妈,你冯,对是公正公平是无比的高尚，但是你冯必定生养你是差点亡了命，你老公必定是给你的快乐感，我认为对两者应在内调解，怎能公开场伙说你父母不如你老公的恩呢？我看你也是马鞭人不尖不独的东西。,1
368,你妈,你冯,强子让你冯去闺女家养老了,1
369,你妈,你冯,天呐，下大雨了，这房子漏雨了，怎么住啊？挺帅的，小伙，你爸你冯多生气,0
370,你妈,你冯,美女，你冯连猪，狗都不如是怎么对你老么的报应，你快跟这个女人离婚吧。这种女人不能要，母女都是为了钱如果没有钱母女都是一个样,1
371,你妈,你冯,你冯把你养大，你没有陪你的妈妈变老伤心,0
372,你妈,你冯,美女你这坐是对的不要听你冯妈话对你老公好,1
373,你妈,你冯,你冯妈，你在哪里呀？你快点回来，我都没看到你们两个人说我，你的快点回来吧嗯，Per妈妈妈妈妈妈妈妈，我想你了，快快快快活来，我真的真的真的超级想你，快快快快快坐下，你来快点回，你冯妈妈妈，你快点回来吧，我想你多年了，你真的妈妈,0
374,你妈,你冯,你冯妈好年轻呀,0
375,你妈,你冯,美女你好你冯是个母老虎有什么母就有什么子希望你大独一点丶家和万事兴。你认为你倣的对吗？什么恩段一决？她是你的吗马？,1
376,你妈,你冯,我一个有女儿人非常理解你冯妈的心情，可是又要尊重女儿的决定，,0
377,你妈,你冯,   你冯的生气了 我喜欢看他的很,1
378,你妈,你冯,不要听你冯的，自己有主张才对头,0
379,你妈,你冯,你冯，结婚跪长辈有啥？这叫欺负？,1
380,你妈,你冯,你冯说，你家等着煤炭烧炕呢！,1
381,你妈,你冯,你冯不揍死你呀？造出这么多给孩子，你是华夏子孙呀,1
382,你妈,你冯,你就是编故事，你都不嫌弃你老公，你冯有什么权利嫌弃你老公？,0
383,你妈,你冯,明事理的老婆带上你老公去婆家过日子吧！这么好的老公天天受你冯的气，太过分了,0
384,你妈,你冯,我说那女的是你冯，没人反对吧,1
385,你妈,你冯,千万要防止你冯妈接近他，不然你们家关系就乱套了。,0
386,你妈,你冯,你们小两口出去住吧.别跟你冯一块住了,0
387,你妈,你冯,你妹妹，你冯这些人不懂道理，没人情味，姑娘你说的好，对你老公好，是说的太好了，上门女婿咋了，上门女婿也是人，也不是奴隶，我给你点赞了，你冯给你爸给你妹妹不懂的理性，给他们那些人说啥呢，不讲道理，那些人没话可说，姑娘你说的好，我给你给你老公点赞,0
388,你妈,你冯,你冯妈可以跟小姐妹吹牛了，我儿子找了个老婆是原始人！,1
389,你妈,你冯,倩倩听你冯的就对了，小杰可能有的是顾虑，确实是为了男人的面子，但是你婆婆那可不是省油的灯啊，她可是啥都不想弄就等你妥协了，再拖下去对谁都没好处的，强扭的瓜不甜，但是很解渴,0
390,你妈,你冯,你冯说，儿媳妇是儿子打灯着笼才找到的,0
